Character,Line,Season,Episode
HOUSE,interesting,02,07
FOREMAN,cough infected blood camerons eye mouth thats interesting,02,07
HOUSE,coughing part cameron part new symptom blood vessel ruptured lung,02,07
CHASE,closed tear,02,07
HOUSE,take immune reconstitution table whats put table chase foreman silent ok skip nice guy act,02,07
FOREMAN,know human actually capable human feeling,02,07
HOUSE,giving damn going change happened,02,07
CHASE,could kaposis syndrome,02,07
HOUSE,edema blood urine,02,07
FOREMAN,k face could mean k lung bleeding lesion,02,07
CHASE,would seen repaired tear lung wegener granulomatosis,02,07
CAMERON,wegener would responded steroid,02,07
CHASE,maybe go home take rest day put hand shoulder shrug,02,07
CAMERON,fine,02,07
HOUSE,oh good pretending care pretending,02,07
CAMERON,think reconsider drug kalvin us crystal meth,02,07
HOUSE,concerned enough health stalk indulging deadly street drug take vicodin study contradiction interesting still medically relevant,02,07
CAMERON,could drug tainted cook meth battery acid lye lantern fuel,02,07
HOUSE,find kalvins pill test toxin duckling start walk foreman,02,07
HOUSE,need consult another case,02,07
FOREMAN,another case,02,07
HOUSE,hippocket deal patient present distinct neck tilt,02,07
FOREMAN,wry neck athlete,02,07
HOUSE,regular runner,02,07
FOREMAN,pain associated movement,02,07
HOUSE,none complained reach vending machine house gesture foreman hand coin foreman automatically,02,07
FOREMAN,best case scenario infection ear lung worst case brain stem tumor mri cat scan full workup,02,07
HOUSE,uhh think get drink vending machine insurance,02,07
CAMERON,close drawer next bed drug take bathroom,02,07
CHASE,drink work take mind happened silence cameron,02,07
CAMERON,might hiv drink going wash away,02,07
CHASE,searching wardrobe like zero chance contracting virus,02,07
CAMERON,big difference like zero zero,02,07
CHASE,infection control guy tell,02,07
CAMERON,reassuring kept reminding hospital cover medical cost apparently forgot mention test positive theyll pas legal legal dig dirt trying prove drug user tramp thats hiv,02,07
CHASE,like theyre going find anything right,02,07
CAMERON,right,02,07
CHASE,find something check,02,07
CHASE,kalvins photographer broken bulb prop glass fluorescent,02,07
CAMERON,bulb date stamp,02,07
CHASE,preworld wr ii fluorescent bulb contained large amount beryllium beryllium dust inflames lung get rigid patient breathe house give questioning look father coauthored paper acute berylliosis,02,07
HOUSE,phew moment thought smart cameron get biopsy calvin lung tissue run spectrographic analysis,02,07
CHASE,handle,02,07
HOUSE,reason risk exposing entire team would torment,02,07
KALVIN,sorry happened,02,07
CAMERON,best talk going feel sharp pinch actually going grab piece lung,02,07
KALVIN,guy looking hotel,02,07
CAMERON,drug thought maybe used toxic meth know exposed beryllium hour,02,07
KALVIN,still curious bag chair,02,07
CAMERON,brought drug hospital glad wasted time hotel,02,07
KALVIN,told used ask sample pissed mad coughed blood,02,07
CAMERON,accident,02,07
KALVIN,oh would stop nice useless worse boring get angry one stupid night end hiv idea pissed wa,02,07
CAMERON,fault,02,07
STACY,rush find house sitting middle attic broke house,02,07
HOUSE,mark,02,07
STACY,physio,02,07
HOUSE,oh really hows,02,07
STACY,happened cheese,02,07
HOUSE,get rid steve mcqueen ate coumadin named rat stacy give look disbelief steves tilting head neurologist tell suggests infection brain stem tumor,02,07
STACY,death cure thing,02,07
HOUSE,kll infection could caused something house something could affect guy scrape something floor go sit beside stacy smell stacy sniff smell like urine,02,07
STACY,oh turn away disgust,02,07
HOUSE,sniff missing asparagus ok stuff hand bottle antibiotic get better tumor,02,07
STACY,chemo,02,07
HOUSE,steve mcqueen without hair shake head blessing died young smile,02,07
STACY,hello oh hi honey sorry missed yeah came home alright see minute okay bye hon,02,07
KALVIN,chest hurt,02,07
FOREMAN,heart rate hundred climbing could allergic reaction,02,07
CAMERON,neck vein must pericardial effusion check stethoscope wheezing,02,07
FOREMAN,tear lung must reopened,02,07
CAMERON,kalvin bleeding area around heart,02,07
KALVIN,dying breathe,02,07
CAMERON,blood crushing heart remove fine,02,07
KALVIN,die please tell dad,02,07
CAMERON,going die,02,07
KALVIN,tell sorry slip unconsciousness,02,07
CAMERON,wheres blood clear,02,07
FOREMAN,one thing could cause tumor heart,02,07
WILSON,ct confirmed mass kalvins heart several smaller one lung,02,07
FOREMAN,thats heart enlarged azt,02,07
WILSON,looking cameron ok,02,07
HOUSE,fine probably getting bored question mass heart lung kind cancer looking,02,07
CAMERON,may cancerous,02,07
WILSON,classic nonhodgkins lymphoma hiv positive patient primary heart mass,02,07
CAMERON,could sarcoidosis,02,07
CHASE,lung tissue negative,02,07
CAMERON,lymphoma death sentence sarcoidosis treatable,02,07
HOUSE,ear infection since test positive either,02,07
CAMERON,wanna kveimsiltzbach test,02,07
HOUSE,splutter idea much paperwork cuddy going need signed cameron budge house seems like idea lot,02,07
HOUSE,patient father,02,07
CAMERON,uh,02,07
HOUSE,tell dad sorry might wave red flag bull,02,07
CAMERON,coming,02,07
HOUSE,tragedy dad want see want see dad one want together,02,07
CAMERON,asked,02,07
HOUSE,thought dying dying people lie wish theyd work le theyd nicer theyd opened orphanage kitten really want something save sound byte,02,07
CAMERON,say thought dying,02,07
HOUSE,pregnant pause hand cameron sigh getting answer usual dad tossed whats guy want apologize,02,07
CAMERON,everybody regret,02,07
CAMERON,growth lung heart sarcoid body recognize material see reaction arm injects something probably prednisone really want see dad,02,07
KALVIN,call cameron shake head thanks would come try straighten holding,02,07
CAMERON,fine,02,07
KALVIN,convincing drug,02,07
CAMERON,lab disposes analysis,02,07
KALVIN,bad could done good,02,07
CAMERON,really thing,02,07
KALVIN,know hope getting hiv might best thing ever happened used good boy never wanted piss anybody playing rule make everybody else happy happy cameron share smile,02,07
WILSON,show every time physio,02,07
HOUSE,course also group therapy dinner friend,02,07
WILSON,happens mention mark dropped,02,07
HOUSE,tell wife everything,02,07
WILSON,process sigh stacy reason hide mark follows house office far know mark okay,02,07
HOUSE,bet mention mark little possible cause think think still feeling know think,02,07
WILSON,still feeling deadpan voice,02,07
HOUSE,right tell get door tonight right house get elevator door close,02,07
STACY,long stay,02,07
HOUSE,til something happens,02,07
STACY,going come u right,02,07
HOUSE,downwind seems hearing loss,02,07
STACY,blind,02,07
HOUSE,steve mcqueen run danger antibiotic hand pick pill floor,02,07
STACY,ate around pill smart,02,07
HOUSE,admit like,02,07
STACY,alright rat,02,07
HOUSE,wanna cool urine showed trace hydrogen cyanide formaldehyde lead smoker husband lighting particularly stupid could cause aip,02,07
STACY,okay blow smoke vent mark know,02,07
HOUSE,always knew,02,07
STACY,bluffing,02,07
HOUSE,started two week surgery menthol light month,02,07
STACY,say anything,02,07
HOUSE,cause helped monitor misery level one trip outside good day upwards six hell,02,07
STACY,could asked wa,02,07
HOUSE,already knew sorry miserable,02,07
STACY,sorry caused much pain,02,07
CHASE,glad changed mind drink,02,07
CAMERON,come,02,07
CHASE,get changed new place campus look cameron push wall kiss chase look confused kiss back high,02,07
CAMERON,uh huh strip chase jacket really fight,02,07
CHASE,thought disposed drug,02,07
CAMERON,start stripping,02,07
CHASE,uhh slow pupil dilated yank shirt,02,07
CAMERON,come chase turn good guy,02,07
HOUSE,late hung look carefully cameron maybe,02,07
CAMERON,rat,02,07
HOUSE,jealous,02,07
KALVIN,room,02,07
DAD,dare put,02,07
KALVIN,going grovel dad,02,07
DAD,thats asking,02,07
KALVIN,like hell cameron said call,02,07
HOUSE,mind show,02,07
DAD,yeah going,02,07
HOUSE,happened big apology yesterday daddy sowwy,02,07
KALVIN,none business,02,07
HOUSE,thought stalked interested dad whats got apologize one tossed,02,07
DAD,would,02,07
HOUSE,know cause tough brag hunting buddy son know word wiz,02,07
DAD,thats lie,02,07
HOUSE,nd street much easier get drunk beat explains hating dad facepalming also cirrhosis also talk sweat explain gotta apologize kalvin residual guilt sharing special toy boy,02,07
KALVIN,leave alone,02,07
HOUSE,want leave bigot peace mind gone,02,07
DAD,look got nothing mean nothing gay kal brought mother,02,07
HOUSE,steal signature look,02,07
DAD,klled,02,07
CAMERON,kalvin lied,02,07
HOUSE,yeah certainly shocking,02,07
CAMERON,pacing talking fast mom kidney failing needed transplant tested kalvin match also positive hiv mom never found qualified donor dy,02,07
HOUSE,tragic tale undercut slightly rapid fire delivery constant movement much coffee morning,02,07
CHASE,kll body donor farm parent,02,07
FOREMAN,know hiv transmitted kalvin got hiv unprotected sx dad every right pissed,02,07
CAMERON,always use condom,02,07
FOREMAN,uhh yeah,02,07
HOUSE,brother downlow got,02,07
FOREMAN,huh ready foreman junior yet,02,07
CAMERON,house,02,07
HOUSE,working girl stickler going poll chase look sharply,02,07
CHASE,idiot,02,07
HOUSE,obviously sleep drugged colleague chance give cameron chase pointed look plainly speaks level satisfaction finding foreman look surprised grin,02,07
CAMERON,wheres wilson,02,07
HOUSE,got result kveim test shake head slightly cameron sigh,02,07
KALVIN,cancer,02,07
WILSON,likelihood yeah nonhodgkins lymphoma,02,07
KALVIN,dying,02,07
WILSON,need biopsy tumor near aorta getting sample carry serious risk,02,07
KALVIN,dad still,02,07
WILSON,,02,07
WILSON,inject dye around heart make tumor visible ct cut dad sitting wall water wilson continues voice surgeon insert guide wire run heart take small piece tumor look microscope,02,07
CHASE,ativan itll help settle hand pill take,02,07
CAMERON,calm,02,07
CHASE,coming meth help last night probably happen,02,07
CAMERON,think want,02,07
CHASE,two people sx unless suck theyre gonna thats thing get complicated suck chase walk,02,07
WILSON,got drum another excuse around love life could hit another patient,02,07
HOUSE,nyah like repeat people say formulaic,02,07
WILSON,rule letting rat go catch,02,07
HOUSE,steve need two week antibiotic smokefree environment cigarette aggravated infection,02,07
WILSON,rat actually sick thing could infect entire hospital,02,07
HOUSE,steves infection contagious human idiot miss micoplasmosis kid father,02,07
WILSON,yeah remember black death started rat,02,07
HOUSE,whats hallway kid getting biopsy already,02,07
WILSON,go room know else parasite bacterial infection,02,07
HOUSE,kid parasite,02,07
WILSON,kid rat,02,07
HOUSE,still sweating,02,07
WILSON,rat sweat tail,02,07
HOUSE,rat dad wilson answer house start walking back towards dad,02,07
WILSON,err montana whats going,02,07
HOUSE,right parasite cancel biopsy itll kll bang cane glass wall room dad hey daddy come,02,07
DAD,yeah uhh going,02,07
HOUSE,son asked talk,02,07
KALVIN,dad walk,02,07
HOUSE,slide door closed wanted talk,02,07
DAD,make noise suddenly realizes house lied,02,07
HOUSE,two use hunt together fox kll fox,02,07
DAD,montana,02,07
HOUSE,walk towards kalvin mass chest tumor theyre parasitic cyst bug called echinococcus touch dead fox jump aboard hunker decade growing spawning shopping putting play,02,07
KALVIN,ive tested parasite,02,07
HOUSE,okay cancer happy cyst isolate parasite keeping showing stool sample even blood test cardiac,02,07
DAD,right need,02,07
HOUSE,got thing liver,02,07
DAD,cirrhosis,02,07
HOUSE,liver cyst identical symptom one addition fever liver cyst test diagnosis could confirm kalvins option draw blood,02,07
DAD,look touching,02,07
HOUSE,see need want tell son take simple painless blood test save life,02,07
DAD,kalvin err never expressed shred regret happened mother,02,07
KALVIN,geez dad,02,07
DAD,worn damn rubber fine could saved life lying,02,07
HOUSE,yeah yeah yeah get really mad klling destroying everything love time going apologize,02,07
KALVIN,living life way want,02,07
HOUSE,dad going give blood,02,07
DAD,look give damn neither,02,07
HOUSE,okay option b wife kll hate,02,07
KALVIN,diabetic,02,07
DAD,know know thing suzanne,02,07
HOUSE,either suzanne wanted die fat stupid used twinkie instead gn girl big appetite get enough anything,02,07
KALVIN,shut,02,07
HOUSE,probably nibbled every devil dog county,02,07
DAD,shut,02,07
HOUSE,case making clear mean delicious snack,02,07
DAD,punch house forcing house reel back window son bitch yeah come,02,07
HOUSE,pat jaw calmly thank mean us head cane whack father exactly liver situated going need epi stat,02,07
KALVIN,mind,02,07
HOUSE,said care house us cane push dad back wall pushing neck notice breathe father sound like chokingwheezinggoing shock either thats cane ruptured one liver cyst chatting gone anaphylactic shock exactly son accidentally tripped friend car excited find house take cane father slip floor clutching middle section gonna schedule surgery,02,07
HOUSE,two successful surgery two life saved quota next week,02,07
CUDDY,two family member assaulted,02,07
HOUSE,self defense,02,07
CUDDY,baited,02,07
HOUSE,right asking lowcut blouse dome pump,02,07
CUDDY,flooded gut parasite could sue go see stacy,02,07
HOUSE,okay get leave,02,07
CUDDY,thats okay namecalling squawking rending garment,02,07
HOUSE,like tshirt,02,07
CAMERON,lied,02,07
KALVIN,mom,02,07
CAMERON,lonely miserable life,02,07
KALVIN,miserable long gay bar around never lonely,02,07
CAMERON,single visitor except dad drug great hiv freed dad hate happy everythings lie blame mom death trying fun trying selfdestruct wanna kll fine stop recruiting,02,07
STACY,heard hit another patient,02,07
HOUSE,yeah sure hit first,02,07
STACY,cuddy mention let see come around desk look jaw,02,07
HOUSE,doctor,02,07
STACY,concern purely legal pat skin got punched look okay hurt,02,07
HOUSE,little,02,07
STACY,need ice go fetch little fridge corner,02,07
HOUSE,way mark know stacy turn around smoking,02,07
STACY,would said something applies ice wrapped cloth purpling area got punched,02,07
HOUSE,near month,02,07
STACY,fine,02,07
HOUSE,easy,02,07
STACY,stop squirming,02,07
HOUSE,would lie,02,07
STACY,lying,02,07
HOUSE,care sleeping,02,07
STACY,stop trying put ice bruise,02,07
HOUSE,lying,02,07
STACY,know sx smell people know whats going mark mark,02,07
HOUSE,know,02,07
STACY,know confident arrogant never certain unless reason certain one person knew told seeing dr harper easily get office read file house deny read file sound like break tear dish concern oh acting like human whole time manipulating,02,07
HOUSE,knew angle moment poured soap scrub brush stacy walk back behind desk could thrown ignored found another exterminator even tell mark kept coming let happen wanna,02,07
STACY,nod anymore get,02,07
KALVIN,sorry,02,07
MAGICIAN BOY ON STAGE,welcome world illusion real magic wonder perform feat astound see nothing sleeve hat ordinary old hat watch wave three time hat whisper magic word bouquet flower pop hat,02,08
DORY,mom working ripped,02,08
KAYLA,okay baby little tear,02,08
DORY,hurry mom,02,08
KAYLA,turn nicky worried,02,08
NICKY,sally going make fun u,02,08
KAYLA,sally ayerson,02,08
DORY,said mom bought dress bloomingdales make going look stupid,02,08
KAYLA,girl remember music listening yesterday lady sang respect,02,08
NICKY,retha,02,08
KAYLA,aretha thats right think lot money growing detroit,02,08
DORY,whats detroit,02,08
KAYLA,city point one best singer ever sally mean going key daddy new convertible,02,08
KAYLA,know mean girl shake head good,02,08
CUDDY,hey,02,08
STACY,hey,02,08
CUDDY,speak chase house yet disciplinary hearing,02,08
STACY,mcginley case thats two week,02,08
CUDDY,tomorrow scheduling disaster want hear gotta get boy okay move hearing gotta whole legal advice thing,02,08
STACY,ask someone else,02,08
CUDDY,asking,02,08
STACY,let work chase house separate counsel,02,08
CUDDY,stop looking whatever looking last month house crowing work swooning love,02,08
STACY,nothing approaching love feel right,02,08
CUDDY,work amount thing,02,08
STACY,sigh fight awkward use another lawyer,02,08
CUDDY,lawsuit last year house work work,02,08
HOUSE,overreacting,02,08
WILSON,snuck shrink office read private file nixon got impeached,02,08
HOUSE,saying allowed oral sx intern either,02,08
WILSON,score coin house hand yes yes,02,08
HOUSE,file got floor attic pouring soul thing wrong get caught toss coin almost hit wilson face,02,08
STACY,walking office carrying handful paper wheres chase,02,08
HOUSE,busy service work got couple minute though feel free say something like whatll time left could stew work turn wilson stew get violent,02,08
STACY,throw piece paper table front house one say okay moving disciplinary hearing tomorrow one say ive advised legal right,02,08
HOUSE,uh huh legal right know,02,08
STACY,nope angrily toss pen table wilson wince,02,08
HOUSE,great wilson thought going awkward sign paper,02,08
STACY,sign postponing almost always smart thing temper cool memory fade,02,08
CHASE,rule done right,02,08
STACY,yeah,02,08
CHASE,let get sign paper,02,08
STACY,ever done peer review,02,08
CHASE,,02,08
STACY,good misnomer boss cost money privilege could cost career,02,08
CHASE,tell happened,02,08
STACY,objective reality happened committee never going know theyre going know picture happened depends little tell whole lot tell may th,02,08
CHASE,patient presented clinic,02,08
STACY,whats name,02,08
CHASE,file,02,08
STACY,know chase make sign saying course doe use,02,08
CHASE,kayla presented clinic multiple joint stomach pain dr foreman called neurological consult,02,08
SAM,whats point man,02,08
FOREMAN,checking sister cerebral coordination,02,08
SAM,thing leg stomach wait clinic six hour play patty cake,02,08
FOREMAN,could gone er last night,02,08
SAM,oh yeah wanna come babysit kid,02,08
STACY,ok patient come family jerk get stick medicine,02,08
SAM,something wrong,02,08
CHASE,uveitis,02,08
STACY,meaning,02,08
CHASE,iris color part eye inflamed,02,08
STACY,meaning,02,08
CHASE,worst case blindness pouring glass water stacy upside weird enough get house interested,02,08
CAMERON,young woman joint pain gonorrhea possibility,02,08
FOREMAN,probably articular maybe rheumatoid,02,08
CAMERON,typically small joint hit knee,02,08
FOREMAN,takayasus arthritis,02,08
HOUSE,get sed rate serology keep struggling get lid open child proof many kid hopped vicodin,02,08
FOREMAN,gimme,02,08
HOUSE,right like id ever get back chase toss bottle chase,02,08
STACY,care vicodin,02,08
CAMERON,might artery could blood vessel,02,08
CHASE,vasculitis stomach pain behcets,02,08
FOREMAN,oral sore,02,08
HOUSE,genital chase go find,02,08
STACY,thought foreman patient exam,02,08
FOREMAN,oral sore,02,08
HOUSE,genital go find,02,08
HOUSE,whoa whoa foreman chase handle pelvic,02,08
CHASE,pain kayla nod bad look like shaking head seems unsure go little easier talk,02,08
KAYLA,put hand sorry umm really hate hospital,02,08
CHASE,tonsil got skip school lot ice cream made want doctor,02,08
KAYLA,mom died spent month princeton general,02,08
CHASE,check file died dts mom kayla nod bottle stashed around house mood swing whole deal,02,08
KAYLA,,02,08
CHASE,mom dad left mom crawled inside bottle made great yr high school,02,08
KAYLA,ok dad,02,08
CHASE,,02,08
STACY,dad anything story,02,08
CHASE,,02,08
STACY,okay get two bonded probably sued patient never sue doctor like keep brief ok panel like think theyre manipulated theyre manipulated,02,08
CHASE,ulceration,02,08
STACY,confirming behcets,02,08
CHASE,gave prednisone antacid ran pathergy test arm take hour confirm told doctor could check,02,08
STACY,make appointment,02,08
CHASE,nope showed,02,08
CHASE,phone uh huh,02,08
KAYLA,dr chase,02,08
CHASE,putting phone look happy hyped hi right let take look kayla pull sleeve reveal pustule okay little pustule mean positive talk nurse previn get appointment dr broston rheumatology behcets treatable going fine,02,08
KAYLA,okay thanks,02,08
STACY,chatting phone someone happened run,02,08
CHASE,thats happened,02,08
STACY,appointment real examination,02,08
CHASE,gave test result,02,08
STACY,lower standard care really expected notice anything else wrong,02,08
CHASE,even go exam room,02,08
STACY,pause lawyer stop lying even room would remiss prep better take piece paper hand chase wrote prescription mean examination really happened,02,08
CHASE,phone,02,08
KAYLA,walk clinic dr chase hi,02,08
CHASE,turn around look blankly hi,02,08
KAYLA,kayla test arm pull sleeve,02,08
CHASE,oh distractedly put phone oh yeah umm okay look arm positive talk nurse previn get appointment dr broston rheumatology start walk,02,08
KAYLA,took medicine gave stomach still hurt,02,08
CHASE,pause door turn back looking rather fed dig pad pen writes prescription behcets stronger thought could reflux prednisone stronger antacid start walking,02,08
KAYLA,doctor,02,08
CHASE,turn around yes,02,08
KAYLA,pause nothing,02,08
STACY,ask anything stomach pain,02,08
CHASE,made one little mistake,02,08
STACY,little mistake go biggie,02,08
WILSON,advising chase,02,08
HOUSE,whats committee going even met patient,02,08
WILSON,disdain human interaction exculpate inculpates besides chart responsible everything chase doe,02,08
HOUSE,matter protects chase protects,02,08
WILSON,unless advice chase make deal give fake bad australian accent sorry dr house paid attention never even met never doe,02,08
HOUSE,chase love turkish,02,08
WILSON,cameron love chase love job,02,08
HOUSE,enter exam room clinic really think stacy hate much,02,08
WILSON,think right hate enough think emotion affect doctor judgment,02,08
STACY,everything stem one interaction theyre going slam distracted problem overworked thats problem forgetful lazy,02,08
CHASE,figured stomach pain behcets doctor would thought,02,08
STACY,call hour left clinic nurse previn said asked kayla come back,02,08
CHASE,way hesitated thought might doorknob question stacy idea mean patient come say got sniffly nose examine minute right leaving hand doorknob say oh yeah pen turned green,02,08
STACY,embarrassing question important patient save last knew ask important question left,02,08
CHASE,figured later,02,08
STACY,changed,02,08
CHASE,shrug nothing,02,08
STACY,bad answer,02,08
CHASE,thinking clearly first,02,08
STACY,worst answer doorknob question,02,08
CHASE,figured might blood stool could indicate bleeding ulcer,02,08
CHASE,rushing corridor join talk,02,08
PARAMEDIC,yrold female vomiting massive amount blood loc work bp heart rate,02,08
CHASE,push fluid,02,08
PARAMEDIC,three liter field boosting another one right gotta bleeding ulcer doc coworker say eating ibuprofen like candy,02,08
FOREMAN,thought behcets,02,08
PARAMEDIC,lift kayla gurney,02,08
CHASE,prepares wire slip kaylas mouth stomach see camera end wire move stomach stomach much blood see,02,08
FOREMAN,burst artery,02,08
CHASE,suddenly see ulcer screen bubbling bad ulcer cauterizing,02,08
FOREMAN,see use saline,02,08
CHASE,hold okay sigh look good,02,08
CHASE,bleeding ulcer got fine hour ago,02,08
FOREMAN,systolic bps,02,08
HOUSE,wheres ulcer,02,08
CHASE,brown cauterized must something else move wire around see another bleeding ulcer look worse first,02,08
FOREMAN,second ulcer,02,08
HOUSE,anymore perforated,02,08
CHASE,get,02,08
CHASE,surgeon able suture perforation content patient stacy look kaylas stomach spilled body got septic,02,08
STACY,infection lower blood pressure,02,08
CHASE,palp one point damaged liver kidney listen know look bad obviously got diagnosis wrong everything book known going happen,02,08
STACY,skip coffee get cranky want anything,02,08
STACY,chase screw,02,08
CAMERON,forgot ask question need reason,02,08
STACY,might help,02,08
CAMERON,far concerned made little mistake happens,02,08
STACY,far concerned,02,08
CAMERON,think biased,02,08
STACY,colleague worked together year everyone say slept together,02,08
CAMERON,clear throat say,02,08
STACY,correct answer involved biased,02,08
CAMERON,involved know messed house worked longer talk house,02,08
STACY,yeah chase screw,02,08
FOREMAN,give crap patient,02,08
STACY,always get positive patient review,02,08
FOREMAN,yeah smile teeth tell tonsil story,02,08
STACY,nice story,02,08
FOREMAN,still tonsil soon room soon room start trash talk think giving crap make like house like something aspire stacy nod going testify,02,08
STACY,encouraging call,02,08
FOREMAN,whatd house say,02,08
PATIENT,two month like,02,08
HOUSE,let guess insurance heard free clinic good move want skimp essential like wristwatch mp player,02,08
STACY,need talk,02,08
HOUSE,doorway,02,08
STACY,confidential,02,08
HOUSE,cool love gossip put ear piece stethoscope patient ear let patient hear lung hear crackling sound like crumpling paper keep listening let know change,02,08
STACY,two question chase screw bad,02,08
HOUSE,wow talk efficient need one answer chase screw,02,08
STACY,said,02,08
HOUSE,lawyer seems like sucky legal strategy,02,08
STACY,look wanna know think reasonable doctor would done chase position,02,08
HOUSE,thought reasonable doctor hired,02,08
STACY,god two couple genius deny everything completely fool lawyer trying help bad review committee member actually doctor,02,08
HOUSE,stacy,02,08
CHASE,stomach much blood see,02,08
FOREMAN,burst artery,02,08
CHASE,bubbling bad ulcer okay cauterizing look good,02,08
CHASE,bleeding ulcer weve got fine hour ago,02,08
HOUSE,fine mean fountain blood spurting every orifice yeah believe,02,08
HOUSE,guessing celebratory bell,02,08
FOREMAN,systolic bps,02,08
HOUSE,show ulcer,02,08
CHASE,brown cauterized,02,08
HOUSE,sweep back show whole stomach chase sweep camera back stop,02,08
FOREMAN,second ulcer,02,08
HOUSE,anymore perforated,02,08
CHASE,get,02,08
FOREMAN,let go nurse wheel kayla,02,08
HOUSE,fine hour ago mentioned stomach pain,02,08
CHASE,yeah gave stronger,02,08
HOUSE,exam,02,08
CHASE,came followup result pathergy test,02,08
HOUSE,listen stomach check vitals,02,08
CHASE,maybe said something taking ibuprofen mentioned rectal bleeding,02,08
HOUSE,yeah go med school like diarrhea blood stool routine question,02,08
CHASE,doctor skip time minor mistake known going happen,02,08
HOUSE,mistake serious result cause woman could die lazy ask one simple question,02,08
CHASE,might die bad luck spill damn vicodin pill,02,08
HOUSE,responded number trenchant remark made chase cry none going testify,02,08
HOUSE,unless convince chase roll,02,08
PATIENT,excuse testify,02,08
HOUSE,uhh check patient file chuck going break parable wicked doctor tell little story patient let call buck low stats crackling lung sound,02,08
CHUCK,like,02,08
HOUSE,buck idiopathic pulmonary fibrosis lung tissue turning rock known cause treatment slowly suffocating,02,08
CHUCK,talking,02,08
HOUSE,lung transplant half million dollar poor sucker got insurance tried sign excluded preexisting condition let confirm lawyer turn stacy respond confirms buck diagnosed fibrosis got insurance back exam,02,08
STACY,thats tell guy dying,02,08
HOUSE,oh relax got cold soon health insurance,02,08
STACY,hero always righting wrong care manipulate,02,08
HOUSE,sorry realize buck close walk exam room,02,08
STACY,point principle,02,08
HOUSE,right got nothing,02,08
STACY,nothing u talk,02,08
HOUSE,take lollipop clinic counter put pocket thats following read note,02,08
STACY,chase screwed,02,08
HOUSE,wrong terribly terribly sorry,02,08
STACY,chase screwed badly fire,02,08
HOUSE,great hair,02,08
STACY,grabbing house arm stop walking away hiding,02,08
HOUSE,gay oh thats meant explain lot though girlfriend always wilson obsession sneaker,02,08
STACY,diarrhea blood stool two simple question could asked six month ago averted whole thing ask either,02,08
CHASE,rolling shirtsleeve judging question demeanour assume visiting house know,02,08
STACY,good doctor make mistake,02,08
CHASE,good doctor never forget ask question got answer apparently good doctor,02,08
STACY,fyi selfpity generally good strategy hearing happened operation,02,08
CAMERON,kidney damage bad liver damage worrisome dialysis liver,02,08
SAM,know loses liver get transplant right,02,08
CHASE,put list,02,08
SAM,could could give part liver,02,08
CAMERON,surgeon operate unless donor long time weigh decision,02,08
SAM,black market,02,08
CAMERON,organ,02,08
KAYLA,ooh ohhh stomach,02,08
CHASE,pain constant,02,08
KAYLA,ohhh oh yeah,02,08
CHASE,sharp dull,02,08
KAYLA,oh know,02,08
CHASE,bad,02,08
CAMERON,little cold appendicitis,02,08
CHASE,clot,02,08
CAMERON,nurse call weve got prep embolectomy,02,08
CHASE,cvc pt liver panel call kaylas moan pain,02,08
CHASE,sepsis lowered bp much got clot liver blocked hepatic artery cut blood flow liver shocked,02,08
STACY,cuddy listed problem,02,08
CUDDY,forget give liver woman sick,02,08
HOUSE,listen saying,02,08
CUDDY,point giving new liver somebody also vasculitis,02,08
CHASE,treatable,02,08
CUDDY,kidney damage,02,08
CHASE,healing,02,08
HOUSE,know whats really klling chase forgot ask standard question stomach pain missed diagnosis perforated got sepsis bp tank got blood clot lost liver chase facepalming looking dejected liver important cuddy live without hence name big issue chase hospital employee kayla sympathetic mother juryfriendly moppet caleb cody,02,08
CHASE,dory nicky,02,08
CUDDY,point beyond trying make chase wet seems hospital face liability thanks clearing still need medical reason list,02,08
HOUSE,medical reason cuddy confused family win hospital lawsuit theyll turn condo people die waiting outside condo medical care,02,08
CUDDY,start praying car pileup turnpike cause exactly swimming liver sign paper,02,08
STACY,testifying skip detail house convinced cuddy think people got bumped transplant list need know,02,08
CHASE,matter anyway,02,08
SAM,next list,02,08
CHASE,yes,02,08
FOREMAN,ab negative rare,02,08
SAM,long go like,02,08
FOREMAN,probably another day two,02,08
SAM,take file backpack donating liver,02,08
CHASE,sam weve talked,02,08
SAM,perfect match hla protein,02,08
FOREMAN,howd get checked fast,02,08
SAM,know guy medical testing paid rush,02,08
STACY,sam bribed someone rush test,02,08
CHASE,,02,08
STACY,someone going get blame happened spread around might said surgeon would live donor transplant short notice,02,08
CHASE,house took care,02,08
AYERSMAN,patient hardly clotting,02,08
HOUSE,subq vitamin k fresh frozen plasma preop,02,08
AYERSMAN,pretty risky,02,08
HOUSE,thats came best transplant surgeon hospital dead without,02,08
AYERSMAN,smile get afternoon,02,08
HOUSE,sigh thank much,02,08
AYERSMAN,pleasure,02,08
STACY,right ran marathon suppose,02,08
HOUSE,part warmly clasped hand thanks much,02,08
STACY,whatd,02,08
HOUSE,hospital lawyer asks something unethical last person tell hospital lawyer especially since gone old testament,02,08
STACY,tell,02,08
HOUSE,oh ok one caveat ive moved past threesome foursome someone back still got threesome stacys glaring house point two people back still sx amazed even three people,02,08
STACY,anything say attorneyclient get advice bad bad thing knowing tortured tell soul,02,08
HOUSE,wink actually kinda cool,02,08
AYERSMAN,completely mind dying would volunteer executioner house hand envelope id inviting lawsuit brother matter open envelope money inside,02,08
HOUSE,grand thats ante money surgery get another though warn includes tip,02,08
